REACT_143738	MNXR78385
14304	MNXR6263
14308	MNXR39691
SUCCt2_2pp	MNXR4947
REACT_129586	MNXR25580
REACT_129585	MNXR1871
REACT_129582	MNXR78621
REACT_129581	MNXR78773
REACT_97858	MNXR4653
3-OXO-5-BETA-STEROID-4-DEHYDROGENASE-RXN	MNXR76057
12483	MNXR8236
REACT_97859	MNXR32297
REACT_98327	MNXR78559
rxn12681	MNXR70073
rxn12680	MNXR5264
REACT_98324	MNXR68950
XOLEST2te	MNXR5359
REACT_46660	MNXR2258
REACT_96408	MNXR5174
REACT_126200	MNXR78454
REACT_126202	MNXR78773
REACT_126205	MNXR78815
ASO3tex	MNXR854
REACT_127159	MNXR78466
REACT_127152	MNXR78775
REACT_127150	MNXR78466
REACT_127151	MNXR78599
REACT_127156	MNXR78675
REACT_127157	MNXR35532
REACT_127154	MNXR3390
REACT_88675	MNXR78218
REACT_88676	MNXR68871
REACT_88672	MNXR33463
16450	MNXR8067
REACT_90802	MNXR64281
REACT_88678	MNXR78510
REACT_88679	MNXR78516
REACT_100813	MNXR2981
CHOLATEt3	MNXR1150
CHOLATEt2	MNXR1149
2.3.1.163-RXN	MNXR7783
ACOAD7f	MNXR68272
REACT_150074	MNXR78308
2.4.1.44-RXN	MNXR73828
3.4.24.7-RXN	MNXR61805
19260	MNXR7089
19267	MNXR33176
IPCS324_SC	MNXR69287
19265	MNXR33176
19269	MNXR9745
19268	MNXR33176
1.1.1.13-RXN	MNXR335
REACT_99530	MNXR78638
PYNP1	MNXR4547
BS361312	MNXR10734
NAt	MNXR3782
HKNDDH	MNXR69239
REACT_134917	MNXR1926
REACT_153528	MNXR65019
REACT_134913	MNXR79013
RXN-11529	MNXR17552
RXN-11527	MNXR62399
RXN-11526	MNXR76697
RXN-11525	MNXR21539
RXN-11524	MNXR76696
RXN-11523	MNXR75262
RXN-11522	MNXR21536
RXN-11521	MNXR17728
ORSELLINATE-DECARBOXYLASE-RXN	MNXR7056
BR36886	MNXR70858
BS371146	MNXR72582
BS371141	MNXR4557
BS371140	MNXR11464
REACT_95195	MNXR78632
BS371149	MNXR72583
BS371148	MNXR58274
BR36918	MNXR70866
BR36919	MNXR3771
BR36914	MNXR70862
BR36915	MNXR70863
BR36916	MNXR70864
BR36917	MNXR70865
BR36910	MNXR7305
BR36911	MNXR3261
BR36912	MNXR70860
BR36913	MNXR70861
11476	MNXR70526
11477	MNXR70526
11470	MNXR8231
11471	MNXR8231
REACT_140522	MNXR78489
11478	MNXR70526
11479	MNXR70526
HAONITRO-RXN	MNXR76336
ACN13ACNGALGBSIDEte	MNXR399
ACN13ACNGALGBSIDEtg	MNXR399
REACT_140524	MNXR2793
RXN01217	MNXR70412
REACT_61891	MNXR78628
BR36922	MNXR70868
21845	MNXR4234
REACT_149200	MNXR1051
BS370811	MNXR72521
BS370812	MNXR3643
BS370813	MNXR7654
LA4NTpp	MNXR69305
3.4.11.5-RXN	MNXR61747
BS370818	MNXR11309
BS370819	MNXR6046
BR1197	MNXR6343
rxn08597	MNXR60359
FRUpts2pp	MNXR69018
rxn08592	MNXR79913
rxn08593	MNXR80376
rxn08590	MNXR80375
rxn08591	MNXR79912
REACT_102012	MNXR14508
REACT_142094	MNXR78425
BR1199	MNXR56448
rxn08599	MNXR69119
RXN66-28	MNXR5471
RXN-13730	MNXR77151
4.2.3.12-RXN	MNXR69826
RXN-13731	MNXR77152
RXN-13732	MNXR77153
RXN1G-886	MNXR24585
RXN1G-887	MNXR24586
RXN1G-884	MNXR24584
24350	MNXR15595
RXN1G-883	MNXR78065
RXN1G-881	MNXR64086
RXN-13734	MNXR77154
RXN1G-888	MNXR24587
24356	MNXR79292
rxn03610	MNXR2998
rxn03611	MNXR59821
DOLICHYL-PHOSPHATASE-RXN	MNXR37096
rxn03613	MNXR7597
rxn03614	MNXR16015
REACT_143440	MNXR78494
rxn03616	MNXR74450
rxn03617	MNXR6569
rxn03618	MNXR16018
rxn03619	MNXR56606
RXN-13737	MNXR77157
BAAT3x	MNXR68433
BR29525	MNXR7025
REACT_91995	MNXR78413
REACT_78371	MNXR78323
REACT_91992	MNXR1561
REACT_91990	MNXR79019
REACT_157313	MNXR79092
REACT_157312	MNXR9240
REACT_157316	MNXR2856
REACT_157319	MNXR4018
REACT_157318	MNXR25049
REACT_137488	MNXR78828
BR29228	MNXR6862
BR29229	MNXR6863
BR29226	MNXR6860
BR29227	MNXR6861
BR29224	MNXR6858
BR29225	MNXR6859
BR29222	MNXR5688
BR29223	MNXR55988
BR29221	MNXR70735
REACT_147594	MNXR2964
REACT_93598	MNXR69613
REACT_147593	MNXR78870
BTUR2-RXN	MNXR68472
FAOXC204184m	MNXR68922
PA140abcpp	MNXR69621
LPLIPAL1E180pp	MNXR69342
BR29528	MNXR69191
RXN-13589	MNXR57324
RXN-13588	MNXR63092
GDPtg	MNXR55555
RXN-13583	MNXR63090
RXN-13582	MNXR63089
RXN-13581	MNXR63088
RXN-13580	MNXR61229
GDPtn	MNXR55555
RXN-13585	MNXR61390
RXN-13584	MNXR63091
BS258352	MNXR7233
REACT_77306	MNXR78539
REACT_145998	MNXR78832
REACT_145999	MNXR78767
BS258354	MNXR7234
FAOXC1811601m	MNXR68911
BR19223	MNXR70632
REACT_136183	MNXR78611
BR36778	MNXR68349
BS378489	MNXR11771
BS378488	MNXR11770
BS378487	MNXR11769
BS378486	MNXR11768
BS378485	MNXR11767
BS378484	MNXR11766
BS378483	MNXR11765
BS378482	MNXR11764
BS378481	MNXR11763
BS378480	MNXR11762
BS95028	MNXR14499
23039	MNXR14514
23038	MNXR14514
23037	MNXR14514
23036	MNXR14514
REACT_156046	MNXR65040
23034	MNXR69785
23033	MNXR69785
23032	MNXR69785
BR48093	MNXR71348
REACT_77209	MNXR78567
22349	MNXR6651
REACT_77207	MNXR1770
22347	MNXR56822
22344	MNXR56822
22345	MNXR56822
22342	MNXR6924
22343	MNXR6924
22340	MNXR6924
22341	MNXR6924
REACT_140019	MNXR78948
DDPGALA	MNXR55208
REACT_140010	MNXR24909
FACOAL2252	MNXR68863
FACOAL2251	MNXR68862
REACT_140017	MNXR78946
REACT_109106	MNXR68267
REACT_109109	MNXR78244
DGDPKIN-RXN	MNXR69533
35629	MNXR75238
35628	MNXR75238
REACT_139409	MNXR78756
REACT_139408	MNXR78811
rxn05616	MNXR3516
rxn05617	MNXR38088
M16N4Tg	MNXR55683
GUANYLCYC-RXN	MNXR2843
REACT_139403	MNXR25136
35620	MNXR24251
35623	MNXR61919
35622	MNXR24251
35625	MNXR61919
35624	MNXR61919
REACT_139405	MNXR25677
35626	MNXR61919
23693	MNXR7635
23692	MNXR7635
23691	MNXR473
32937	MNXR75601
23697	MNXR3107
32931	MNXR77641
32932	MNXR77641
BS370039	MNXR58092
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	MNXR75043
23699	MNXR3107
23698	MNXR3107
32938	MNXR75601
32226	MNXR24350
KG6PDC	MNXR3177
32220	MNXR16029
REACT_28828	MNXR78269
REACT_98595	MNXR2551
25699	MNXR26577
25698	MNXR26577
BS383362	MNXR8799
REACT_19310	MNXR78308
25691	MNXR79305
25690	MNXR79305
25693	MNXR79305
25692	MNXR79305
25695	MNXR71442
25694	MNXR71442
25697	MNXR71442
25696	MNXR71442
rxn08625	MNXR2708
32228	MNXR26825
27279	MNXR1793
27278	MNXR1793
11917	MNXR59668
GLCURtly	MNXR69161
27271	MNXR6961
27270	MNXR6961
27273	MNXR6961
27272	MNXR6961
27275	MNXR1792
27274	MNXR1792
27277	MNXR1792
27276	MNXR1792
DNDPt61m	MNXR55282
REACT_128323	MNXR78752
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	MNXR10055
rxn04563	MNXR60249
rxn04562	MNXR74849
rxn04561	MNXR68791
rxn04560	MNXR68797
rxn04567	MNXR79841
rxn04566	MNXR79840
rxn04565	MNXR7102
rxn04564	MNXR60250
rxn04569	MNXR60253
rxn04568	MNXR60252
REACT_138759	MNXR78535
REACT_61408	MNXR78490
BR44234	MNXR71129
BR44235	MNXR71130
BR44236	MNXR71131
BR44237	MNXR71132
BR44230	MNXR71125
BR44231	MNXR71126
BR44232	MNXR71127
BR44233	MNXR71128
rxn09050	MNXR3995
rxn09053	MNXR69620
BR44238	MNXR71133
BR44239	MNXR71134
rxn09056	MNXR69623
rxn09057	MNXR69624
BR2656	MNXR70710
PGSA_SA	MNXR53719
BR19199	MNXR2969
BR19198	MNXR68950
BR19192	MNXR6504
BR19191	MNXR6503
rxn08909	MNXR3503
rxn08908	MNXR3480
rxn08907	MNXR3479
rxn08906	MNXR3479
rxn08901	MNXR26688
rxn08900	MNXR69427
RXN66-514	MNXR78153
RXN66-515	MNXR78154
RXN66-516	MNXR78155
RXN66-510	MNXR78149
RXN66-511	MNXR78150
RXN66-512	MNXR78151
RXN66-513	MNXR78152
RXN66-518	MNXR78156
RXN66-519	MNXR78157
SULFUR-DIOXYGENASE-RXN	MNXR78191
REACT_94672	MNXR78523
REACT_79840	MNXR3185
REACT_79846	MNXR78775
REACT_1297	MNXR2339
REACT_1292	MNXR78326
REACT_85818	MNXR78296
REACT_85817	MNXR78504
UBIQUITIN-THIOLESTERASE-RXN	MNXR71687
BS368947	MNXR1168
SO4t4_2	MNXR4871
SO4t4_3	MNXR4872
RXN-9571	MNXR77863
RXN-9577	MNXR23907
RXN-9574	MNXR77864
RXN-9575	MNXR77865
BS410725	MNXR13857
BS410724	MNXR13856
BS410726	MNXR73346
BS410721	MNXR13853
BS410723	MNXR13855
BS410722	MNXR13854
14499	MNXR26336
14498	MNXR26336
REACT_109488	MNXR72542
GLUTATHIONE-PEROXIDASE-RXN	MNXR2828
14497	MNXR26336
REACT_159649	MNXR78959
REACT_159647	MNXR3904
3.4.22.61-RXN	MNXR61796
REACT_159645	MNXR79097
REACT_159640	MNXR79111
BS386450	MNXR7799
HEPT4	MNXR69232
HEPT2	MNXR69230
HEPT3	MNXR69231
BS386457	MNXR72944
HEPT1	MNXR69229
2.4.1.219-RXN	MNXR56902
REACT_141690	MNXR78828
rxn06149	MNXR73893
BR49502	MNXR9317
BR49504	MNXR9318
REACT_31852	MNXR25580
BR49509	MNXR9320
BR49508	MNXR71672
rxn06141	MNXR59348
rxn06140	MNXR7806
rxn06147	MNXR7104
rxn06146	MNXR80025
rxn06145	MNXR5828
PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN	MNXR62074
REACT_141696	MNXR78528
TRE6PP	MNXR5121
REACT_127421	MNXR70699
REACT_131818	MNXR78621
CARBOXYPEPTIDASE-A-RXN	MNXR61739
rxn14338	MNXR73677
REACT_131814	MNXR78449
rxn14336	MNXR75489
rxn14335	MNXR75564
rxn14334	MNXR60906
rxn14333	MNXR60905
rxn14332	MNXR74850
rxn14331	MNXR18293
PPAtm	MNXR4378
REACT_22133	MNXR60503
BS370719	MNXR72496
PREPHENATEDEHYDROG-RXN	MNXR4402
15362	MNXR79248
15363	MNXR79248
15361	MNXR79248
UREAtex	MNXR5300
15364	MNXR79248
NTD7pp	MNXR3880
rxn05405	MNXR27679
3.4.22.6-RXN	MNXR76137
BS357250	MNXR10605
BS413409	MNXR14123
BS413408	MNXR14122
BS413405	MNXR14119
BS413404	MNXR14118
BS413407	MNXR14121
BS413406	MNXR14120
BS413403	MNXR14117
BS413402	MNXR14116
GLUTARYL-COA-DEHYDROGENASE-RXN	MNXR76323
PYK	MNXR4545
REACT_103519	MNXR4978
ELAIDCRNt	MNXR68802
REACT_103513	MNXR4898
REACT_101855	MNXR78409
1.14.13.54-RXN	MNXR19221
REACT_154197	MNXR79111
REACT_154190	MNXR2338
REACT_154193	MNXR64229
BS140006	MNXR71837
BS140007	MNXR71838
BS140005	MNXR71836
BS140003	MNXR71835
BS140008	MNXR71839
BS140009	MNXR71840
35495	MNXR35059
LYSINE-2-MONOOXYGENASE-RXN	MNXR3347
BS64872	MNXR73533
REACT_136891	MNXR78555
rxn01269	MNXR4403
rxn01268	MNXR4402
rxn10363	MNXR80563
rxn01263	MNXR73797
rxn01262	MNXR5740
rxn01261	MNXR8387
rxn01267	MNXR27047
rxn01266	MNXR14877
rxn01265	MNXR69522
rxn01264	MNXR79516
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	MNXR3344
REACT_85028	MNXR78628
REACT_85026	MNXR1810
REACT_85024	MNXR24685
REACT_33284	MNXR78573
REACT_85023	MNXR70811
REACT_136896	MNXR3189
rxn09950	MNXR28589
REACT_162603	MNXR79130
13324	MNXR6575
13325	MNXR56579
13326	MNXR56579
13327	MNXR56579
13320	MNXR8535
13321	MNXR6575
13322	MNXR6575
13323	MNXR6575
T4HCINNMFM	MNXR69930
13328	MNXR56579
GALCTNt2pp	MNXR2503
BS380464	MNXR11967
REACT_138265	MNXR78579
21932	MNXR8220
21933	MNXR8220
REACT_2153	MNXR78372
LPLIPAL2A180	MNXR69351
LPLIPAL2A181	MNXR69352
AMPMS	MNXR68361
REACT_528	MNXR70349
GLNtN1	MNXR2707
REACT_33825	MNXR78406
REACT_94909	MNXR78358
CRNDCAL2	MNXR68588
3.6.3.7-RXN	MNXR19972
REACT_30736	MNXR5636
REACT_30737	MNXR3099
REACT_84377	MNXR78396
REACT_84371	MNXR25136
BR49923	MNXR9670
RXN0-1401	MNXR69836
BS415673	MNXR14309
REACT_31465	MNXR78507
REACT_157889	MNXR3527
REACT_157888	MNXR4132
REACT_157883	MNXR78500
CLt3_2pp	MNXR1217
REACT_157881	MNXR79052
REACT_157886	MNXR79097
REACT_133974	MNXR78498
14800	MNXR1485
14801	MNXR4189
14802	MNXR4189
14803	MNXR4189
14804	MNXR4189
14805	MNXR68337
14806	MNXR68337
14807	MNXR68337
14808	MNXR68337
14809	MNXR7680
CITRAMALATE-COA-TRANSFERASE-RXN	MNXR76249
BR49929	MNXR57620
REACT_103068	MNXR78475
RXN-12232	MNXR22006
LSTO2r	MNXR3339
RXN-12233	MNXR76858
SERTHRNaEx	MNXR4818
PI345P3Pn	MNXR51016
GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN	MNXR74196
SKMt2	MNXR4852
RXN-12236	MNXR76859
RXN-12237	MNXR9340
rxn09568	MNXR69597
RXN-12234	MNXR37535
rxn09569	MNXR28509
RXN-12235	MNXR22009
PTDCACRNCPT2	MNXR69822
PTDCACRNCPT1	MNXR69822
REACT_144735	MNXR78667
REACT_144737	MNXR25370
REACT_145463	MNXR78259
RXN-12960	MNXR22449
RXN-12961	MNXR18175
RXN-12966	MNXR19108
RXN-12967	MNXR19109
XYLONATE-DEHYDRATASE-RXN	MNXR8578
RXN-12965	MNXR22451
RXN-12968	MNXR76996
RXN-12969	MNXR62722
rxn11637	MNXR74366
REACT_89462	MNXR78532
28054	MNXR3938
28055	MNXR3938
28056	MNXR3938
28057	MNXR3938
28050	MNXR3767
28051	MNXR3767
28052	MNXR3767
28053	MNXR3767
rxn09564	MNXR68423
28058	MNXR20519
28059	MNXR20519
REACT_129268	MNXR78218
REACT_129261	MNXR78613
REACT_129266	MNXR78466
AHANDROSTANGLCtr	MNXR55015
BR47768	MNXR1537
PPAKr	MNXR4375
RXN01292	MNXR68745
RXN01293	MNXR4383
RXN01290	MNXR4945
RXN01291	MNXR70434
RXN01296	MNXR70435
RXN01297	MNXR70436
RXN01294	MNXR68689
RXN01295	MNXR14569
RXN-8957	MNXR63648
RXN-8956	MNXR8796
RXN01298	MNXR56353
RXN01299	MNXR56354
RXN-8953	MNXR37834
RXN-8952	MNXR63646
RXN-8950	MNXR23541
BR47764	MNXR513
biomass_SA_3a	MNXR70089
biomass_SA_3b	MNXR70089
REACT_91037	MNXR1045
LNLNCGCPT1	MNXR69325
LNLNCGCPT2	MNXR69325
RXN1G-3641	MNXR24507
BR47760	MNXR486
TGBPA	MNXR69961
REACT_19392	MNXR78397
REACT_31142	MNXR68290
REACT_19399	MNXR24902
PYRIDOXINE-4-DEHYDROGENASE-RXN	MNXR6914
25321	MNXR16953
25320	MNXR26560
RXN-8379	MNXR60649
RXN-8378	MNXR75495
25325	MNXR16954
25324	MNXR16953
REACT_104535	MNXR78394
REACT_104534	MNXR78397
25329	MNXR26561
RXN-8372	MNXR23238
REACT_94129	MNXR4149
BS370137	MNXR72402
BS370136	MNXR72401
BS370135	MNXR72400
REACT_94125	MNXR31729
BS370132	MNXR72399
BS370131	MNXR11074
REACT_141612	MNXR3189
RXN-11229	MNXR21316
REACT_141616	MNXR1561
RXN-11224	MNXR60939
RXN-11225	MNXR60940
RXN-11226	MNXR60941
ALDHDEHYDROG-RXN	MNXR70176
RXN-11221	MNXR60937
RXN-11222	MNXR21315
RXN-11223	MNXR60938
RXN3O-1983	MNXR3441
15708	MNXR8396
NCAMUP	MNXR3789
BHMT	MNXR68436
LIPOXYGENASE-RXN	MNXR7416
BR49611	MNXR57500
LYSOPHOSPHOLIPASE-RXN	MNXR73954
BR49610	MNXR71701
REACT_81044	MNXR78218
rxn03225	MNXR27269
REACT_81040	MNXR4027
REACT_81043	MNXR1461
GLCMter	MNXR2651
MALt2r	MNXR3409
rxn03227	MNXR6380
rxn03226	MNXR6374
rxn03221	MNXR6378
REACT_105666	MNXR78543
rxn03220	MNXR8385
16428	MNXR651
16429	MNXR5205
16425	MNXR651
16426	MNXR651
16427	MNXR651
16420	MNXR32068
REACT_20680	MNXR3516
PUNP4	MNXR69829
PUNP5	MNXR4526
PUNP6	MNXR69830
PUNP7	MNXR4528
REACT_95654	MNXR346
PUNP1	MNXR4522
PUNP2	MNXR69828
PUNP3	MNXR4524
BR36891	MNXR3643
REACT_146343	MNXR78308
BR36893	MNXR7298
BR36892	MNXR7297
BR36895	MNXR7299
BR36897	MNXR68119
BR36896	MNXR3645
BR36899	MNXR68997
BR36898	MNXR7300
3HAACOAT140	MNXR68163
3HAACOAT141	MNXR68164
PHAPC80	MNXR68752
PHENOLPHOS-RXN	MNXR62068
ARGtm	MNXR786
21318	MNXR56426
21319	MNXR56426
21314	MNXR7066
21315	MNXR7066
21316	MNXR56426
21317	MNXR56426
21310	MNXR6717
21311	MNXR6717
21312	MNXR7066
21313	MNXR7066
ORNt4m	MNXR32055
RXN0-2921	MNXR77945
REACT_80313	MNXR78640
REACT_80310	MNXR78439
rxn02860	MNXR15551
rxn02861	MNXR54912
rxn02862	MNXR71219
rxn02863	MNXR74208
rxn02864	MNXR8577
rxn02865	MNXR79652
rxn02866	MNXR68274
rxn02867	MNXR79653
rxn02868	MNXR70739
ARGt4	MNXR787
AASAD1	MNXR68236
rxn08651	MNXR2761
rxn08653	MNXR2763
rxn08652	MNXR2762
rxn08655	MNXR55600
rxn08654	MNXR69175
REACT_92569	MNXR25017
rxn08656	MNXR69173
rxn08659	MNXR2773
rxn08658	MNXR69175
BR44314	MNXR4854
32148	MNXR79363
REACT_29536	MNXR78394
TEICHOICSYN5-RXN	MNXR64194
RXN-3241	MNXR77455
REACT_109806	MNXR78308
2.4.2.20-RXN	MNXR74250
REACT_109800	MNXR78247
REACT_109803	MNXR78669
BS259721	MNXR71979
32141	MNXR22086
BS398875	MNXR57329
REACT_99150	MNXR78245
BS321104	MNXR10418
1.3.7.2-RXN	MNXR61465
NNDPR	MNXR69544
REACT_99155	MNXR78282
REACT_136888	MNXR78801
REACT_112779	MNXR3783
REACT_112776	MNXR78225
REACT_32425	MNXR78397
REACT_136884	MNXR78789
REACT_32427	MNXR3255
REACT_142333	MNXR78632
RXN-6741	MNXR10341
RXN-6742	MNXR22772
REACT_92389	MNXR3783
PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN	MNXR76426
REACT_92383	MNXR79002
REACT_115206	MNXR4195
SPMDabcpp	MNXR4889
REACT_92386	MNXR3783
REACT_115200	MNXR78418
REACT_133965	MNXR3189
REACT_133963	MNXR78932
REACT_133961	MNXR78775
REACT_108178	MNXR78377
THBPT4ACAMDASE	MNXR69962
34758	MNXR65694
34759	MNXR65695
AKSDC	MNXR68332
rxn04839	MNXR74962
rxn04838	MNXR74961
rxn04831	MNXR74958
rxn04830	MNXR74957
rxn04833	MNXR74960
rxn04832	MNXR74959
rxn04835	MNXR17083
rxn04834	MNXR17082
rxn04837	MNXR17085
rxn04836	MNXR17084
BR49620	MNXR3428
BR49621	MNXR5140
BR49622	MNXR9409
BR49623	MNXR9410
BR49624	MNXR57504
BR49625	MNXR71705
BR49626	MNXR9413
BR49627	MNXR9414
BR49628	MNXR9415
BR49629	MNXR9416
REACT_130990	MNXR78907
FAS180ACPm	MNXR68939
34756	MNXR65694
PMDPHT	MNXR4352
34757	MNXR65694
RNDR4	MNXR55892
REACT_106588	MNXR78592
REACT_130994	MNXR70581
RNDR3	MNXR55890
REACT_106580	MNXR72026
REACT_106582	MNXR78234
REACT_106583	MNXR78351
RNDR1	MNXR55886
IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN	MNXR7218
BS413170	MNXR73417
REACT_132619	MNXR78996
BS413172	MNXR73418
REACT_132614	MNXR78935
RXN3O-117	MNXR78070
REACT_132610	MNXR78775
24443	MNXR4293
24442	MNXR4293
24441	MNXR4293
24440	MNXR4293
24447	MNXR76012
24446	MNXR76012
24445	MNXR76012
24444	MNXR76012
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	MNXR73861
REACT_128823	MNXR78807
BR48579	MNXR57215
BR48578	MNXR57214
BR48577	MNXR8663
BR48576	MNXR8662
BR48575	MNXR71430
BR48574	MNXR8660
BR48573	MNXR8659
BR48572	MNXR18970
BR48571	MNXR8657
BR48570	MNXR8656
RXN-1802	MNXR63190
RXN-1803	MNXR63191
RMNtex	MNXR4633
PGPP120	MNXR69680
BS288472	MNXR7504
rxn01713	MNXR73906
rxn01712	MNXR59362
rxn01711	MNXR7642
rxn01710	MNXR15038
rxn01717	MNXR7608
rxn01716	MNXR15041
rxn01715	MNXR5174
rxn01714	MNXR6277
2.7.7.51-RXN	MNXR8325
rxn01719	MNXR15042
rxn01718	MNXR7746
REACT_85596	MNXR657
REACT_85597	MNXR78348
REACT_135392	MNXR78767
REACT_135397	MNXR78759
2AMACSULT	MNXR84
REACT_85598	MNXR3189
REACT_85599	MNXR3783
rxn04810	MNXR74945
2AGPEAT161	MNXR66
2AGPEAT160	MNXR68136
CDIPTr	MNXR1097
XAOx	MNXR26459
REACT_103179	MNXR78481
3.4.23.16-RXN	MNXR76137
BS260812	MNXR57795
BS260811	MNXR57794
DARGOp	MNXR1435
BS94062	MNXR59091
BS94061	MNXR59090
BS94060	MNXR14451
TYROXDApp	MNXR5174
3.4.16.4-RXN	MNXR76141
rxn10170	MNXR635
REACT_1157	MNXR3519
BS369979	MNXR58086
BS369978	MNXR11017
HSDy	MNXR3045
HSDx	MNXR3044
rxn11349	MNXR70760
rxn11348	MNXR11171
REACT_135938	MNXR78789
BS369971	MNXR11015
REACT_135935	MNXR78807
BS369972	MNXR34584
rxn11340	MNXR29124
BS369977	MNXR26365
rxn11342	MNXR67540
TXA2te	MNXR5164
4-HYDROXYPROLINE-EPIMERASE-RXN	MNXR5442
REACT_130661	MNXR78774
rxn07719	MNXR75247
rxn07718	MNXR75246
2.4.1.179-RXN	MNXR59644
TXA2tr	MNXR5164
OMEPRAZOLEte	MNXR69585
rxn07711	MNXR8801
rxn07710	MNXR8800
BS386058_WOP	MNXR12327
rxn07712	MNXR17674
rxn07715	MNXR60569
rxn07714	MNXR17676
rxn07717	MNXR75245
rxn07716	MNXR75244
BS410888	MNXR13930
BS410889	MNXR73381
REACT_133577	MNXR78963
REACT_133571	MNXR78441
REACT_133572	MNXR78800
BS410883	MNXR73379
BS410884	MNXR73380
BS410885	MNXR13928
BS410886	MNXR13929
UCR02237	MNXR32670
UCR02236	MNXR2269
3.4.23.31-RXN	MNXR76137
FRUURt2rpp	MNXR2307
rxn04068	MNXR5927
rxn04069	MNXR70258
rxn04062	MNXR16303
rxn04063	MNXR74553
rxn04060	MNXR16302
rxn04061	MNXR8740
rxn04066	MNXR16306
rxn04067	MNXR10322
rxn04064	MNXR21742
rxn04065	MNXR16305
UCR04692	MNXR6998
FMN-OX-RXN	MNXR37107
UCR04694	MNXR70875
PLIPA1G140pp	MNXR69736
FRDO2r	MNXR69010
UER00637	MNXR5306
UER00636	MNXR70061
UER00635	MNXR1306
UER00634	MNXR70066
UER00633	MNXR4548
UER00632	MNXR1374
UER00631	MNXR30411
UER00630	MNXR2674
CEPHALOSPORIN-C-DEACETYLASE-RXN	MNXR6503
PYRZAM	MNXR3386
UER00639	MNXR5091
UER00638	MNXR5093
BR209	MNXR6555
BR208	MNXR3385
BR203	MNXR70640
BR202	MNXR26429
BR201	MNXR70639
BR200	MNXR5459
BR207	MNXR6554
BR206	MNXR70641
BR205	MNXR35826
BR204	MNXR3601
REACT_118478	MNXR3142
REACT_126631	MNXR78220
rxn02579	MNXR79629
REACT_126638	MNXR78918
REACT_118475	MNXR78761
REACT_208	MNXR26097
rxn03116	MNXR7154
REACT_127323	MNXR5387
REACT_127322	MNXR78479
REACT_127329	MNXR78862
14755	MNXR6015
14756	MNXR6015
14750	MNXR8181
14751	MNXR8181
14752	MNXR8181
14753	MNXR6015
GLBRAN2	MNXR69142
REACT_206	MNXR4373
18105	MNXR1035
18104	MNXR6984
18107	MNXR1035
18106	MNXR1035
18101	MNXR6984
18100	MNXR70701
BS356009	MNXR8196
18102	MNXR6984
18109	MNXR71221
18108	MNXR1035
rxn07113	MNXR74765
3.2.1.109-RXN	MNXR61678
BS257952	MNXR230
BS189393	MNXR34326
30077	MNXR1222
30076	MNXR1222
30075	MNXR1222
SULFOCYS-RXN	MNXR1354
30073	MNXR980
30072	MNXR980
30071	MNXR980
30070	MNXR947
BS189395	MNXR10063
REACT_110602	MNXR60899
REACT_110603	MNXR78512
PHENYLALANINE-N-ACETYLTRANSFERASE-RXN	MNXR7808
30079	MNXR26740
30078	MNXR1222
31307	MNXR26800
31302	MNXR4546
31300	MNXR4546
31301	MNXR4546
PMANM	MNXR4351
31308	MNXR26800
31309	MNXR26800
BS380718	MNXR12119
BS380719	MNXR12120
REACT_127581	MNXR25566
11229	MNXR6896
11228	MNXR6896
BS380710	MNXR12111
BS380711	MNXR12112
BS380712	MNXR12113
BS380713	MNXR12114
BS380714	MNXR12115
BS380715	MNXR12116
BS380716	MNXR72804
BS380717	MNXR12118
REACT_90439	MNXR1580
19050	MNXR70453
19051	MNXR70453
19052	MNXR70453
19053	MNXR5519
19054	MNXR5519
19055	MNXR5519
REACT_90431	MNXR78260
BS288465	MNXR7503
REACT_120675	MNXR78283
REACT_150408	MNXR65065
REACT_150406	MNXR72368
REACT_150407	MNXR4186
REACT_150404	MNXR31886
REACT_150402	MNXR79070
REACT_150400	MNXR65064
REACT_158238	MNXR26459
MYRISTOYLACYLTRAN-RXN	MNXR37201
C181CPT1	MNXR68456
C181CPT2	MNXR68456
REACT_158234	MNXR78330
RXN-11794	MNXR21717
RXN-11795	MNXR21718
BS357352	MNXR1812
BS357353	MNXR1459
RXN-11790	MNXR62475
RXN-11791	MNXR37458
RXN-11792	MNXR62476
RXN-11793	MNXR21716
RXN-11798	MNXR76755
RXN-11799	MNXR76756
UCR00000	MNXR77157
M8MASNterg	MNXR3378
REACT_33327	MNXR10411
REACT_161871	MNXR4612
UCR00005	MNXR681
BS410826	MNXR13900
ARGDECARBOX-RXN	MNXR778
12758	MNXR7596
12759	MNXR7596
12756	MNXR70735
12757	MNXR7596
12754	MNXR70735
12755	MNXR70735
12752	MNXR7057
12753	MNXR70735
12750	MNXR7057
12751	MNXR7057
1.14.11.21-RXN	MNXR8182
ACOATA	MNXR35617
S3AdT	MNXR28883
BR40483	MNXR7552
16997	MNXR8633
16990	MNXR6355
16991	MNXR6355
16992	MNXR6355
BR40482	MNXR7551
