Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
TRE6PP	trehalose-phosphatase	0.0	1.0 tre6p_c + 1.0 h2o_c -> 1.0 tre_c + 1.0 pi_c	(SAP1_RS20395)	Alternate Carbon Metabolism
TRE6PS	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	0.0	1.0 g6p_c + 1.0 udpg_c -> 1.0 tre6p_c + 1.0 udp_c + 1.0 h_c	(SAP1_RS20390)	Alternate Carbon Metabolism
TRSARr	tartronate semialdehyde reductase	-1000.0	1.0 nadh_c + 1.0 2h3oppan_c + 1.0 h_c <=> 1.0 glyc_DASH_R_c + 1.0 nad_c	(SAP1_RS10690)	Alternate Carbon Metabolism
UDPG4E	UDPglucose 4-epimerase	-1000.0	1.0 udpg_c <=> 1.0 udpgal_c	(SAP1_RS18535 or SAP1_RS08830 or SAP1_RS11775 or SAP1_RS26305 or SAP1_RS24520)	Alternate Carbon Metabolism
UGLT	UDPglucose--hexose-1-phosphate uridylyltransferase	-1000.0	1.0 udpg_c + 1.0 gal1p_c <=> 1.0 udpgal_c + 1.0 g1p_c	(SAP1_RS18540)	Alternate Carbon Metabolism
XYLI1	xylose isomerase	-1000.0	1.0 xyl_DASH_D_c <=> 1.0 xylu_DASH_D_c	(SAP1_RS36990)	Alternate Carbon Metabolism
XYLI2	xylose isomerase	-1000.0	1.0 glc_DASH_D_c <=> 1.0 fru_c	(SAP1_RS36990)	Alternate Carbon Metabolism
XYLK	xylulokinase	0.0	1.0 xylu_DASH_D_c + 1.0 atp_c -> 1.0 xu5p_DASH_D_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS36985)	Alternate Carbon Metabolism
XYLTO	xylitol oxidase	0.0	1.0 xylt_c + 1.0 o2_c -> 1.0 h2o2_c + 1.0 xylu_DASH_D_c	(SAP1_RS11025)	Alternate Carbon Metabolism
ICL	Isocitrate lyase	0.0	1.0 icit_c -> 1.0 succ_c + 1.0 glx_c	(SAP1_RS10780)	Anaplerotic Reactions
MALS	malate synthase	0.0	1.0 h2o_c + 1.0 glx_c + 1.0 accoa_c -> 1.0 mal_DASH_L_c + 1.0 coa_c + 1.0 h_c	(SAP1_RS10785 or SAP1_RS10565)	Anaplerotic Reactions
ME1	malic enzyme (NAD)	0.0	1.0 mal_DASH_L_c + 1.0 nad_c -> 1.0 pyr_c + 1.0 co2_c + 1.0 nadh_c	(SAP1_RS26510 or SAP1_RS15545)	Anaplerotic Reactions
ME2	malic enzyme (NADP)	0.0	1.0 mal_DASH_L_c + 1.0 nadp_c -> 1.0 pyr_c + 1.0 co2_c + 1.0 nadph_c	(SAP1_RS26510 or SAP1_RS15545)	Anaplerotic Reactions
PEPCK	phosphoenolpyruvate carboxykinase (GTP)	0.0	1.0 gtp_c + 1.0 oaa_c -> 1.0 pep_c + 1.0 co2_c + 1.0 gdp_c	(SAP1_RS17075)	Anaplerotic Reactions
PPA	inorganic diphosphatase	0.0	1.0 ppi_c + 1.0 h2o_c -> 2.0 pi_c + 1.0 h_c	(SAP1_RS24150)	Anaplerotic Reactions
PPA_1	inorganic diphosphatase (one proton translocation)	0.0	1.0 ppi_c + 1.0 h2o_c -> 2.0 pi_c + 1.0 h_e	(SAP1_RS23915)	Anaplerotic Reactions
PPC	phosphoenolpyruvate carboxylase	0.0	1.0 pep_c + 1.0 h2o_c + 1.0 co2_c -> 1.0 pi_c + 1.0 h_c + 1.0 oaa_c	(SAP1_RS18490)	Anaplerotic Reactions
4HGLSD	L-4-hydroxyglutamate semialdehyde dehydrogenase	0.0	1.0 h2o_c + 1.0 4hglusa_c + 1.0 nad_c -> 1.0 e4hglu_c + 2.0 h_c + 1.0 nadh_c	(SAP1_RS33980 or SAP1_RS14230)	Arginine and Proline Metabolism
ABTA	4-aminobutyrate transaminase	0.0	1.0 akg_c + 1.0 4abut_c -> 1.0 glu_DASH_L_c + 1.0 sucsal_c	(SAP1_RS23595 or SAP1_RS11990 or SAP1_RS10325 or SAP1_RS36625 or SAP1_RS17755 or SAP1_RS13505 or SAP1_RS12905 or SAP1_RS34840 or SAP1_RS08745 or SAP1_RS13645 or SAP1_RS36875)	Arginine and Proline Metabolism
ABUTD	Aminobutyraldehyde dehydrogenase	0.0	1.0 h2o_c + 1.0 4abutn_c + 1.0 nad_c -> 1.0 nadh_c + 2.0 h_c + 1.0 4abut_c	(SAP1_RS17825 or SAP1_RS33980 or SAP1_RS06455 or SAP1_RS13545 or SAP1_RS13635 or SAP1_RS27635 or SAP1_RS35785 or SAP1_RS30250 or SAP1_RS04430 or SAP1_RS24095 or SAP1_RS17380 or SAP1_RS08625 or SAP1_RS19705 or SAP1_RS36740 or SAP1_RS13490 or SAP1_RS34645 or SAP1_RS36865 or SAP1_RS25945 or SAP1_RS36965)	Arginine and Proline Metabolism
ACGK	acetylglutamate kinase	0.0	1.0 acglu_c + 1.0 atp_c -> 1.0 acg5p_c + 1.0 adp_c	(SAP1_RS34835)	Arginine and Proline Metabolism
ACGS	N-acetylglutamate synthase	0.0	1.0 glu_DASH_L_c + 1.0 accoa_c -> 1.0 acglu_c + 1.0 coa_c + 1.0 h_c	(SAP1_RS34830)	Arginine and Proline Metabolism
ACOTA	acetylornithine transaminase	-1000.0	1.0 akg_c + 1.0 acorn_c <=> 1.0 glu_DASH_L_c + 1.0 acg5sa_c	(SAP1_RS11990 or SAP1_RS10325 or SAP1_RS36625 or SAP1_RS17755 or SAP1_RS13505 or SAP1_RS12905 or SAP1_RS34840 or SAP1_RS08745 or SAP1_RS32985 or SAP1_RS13645 or SAP1_RS36875)	Arginine and Proline Metabolism
ADMDC	adenosylmethionine decarboxylase	0.0	1.0 amet_c + 1.0 h_c -> 1.0 ametam_c + 1.0 co2_c	()	Arginine and Proline Metabolism
AGMD	agmatine deiminase	0.0	1.0 agm_c + 1.0 h2o_c -> 1.0 cptrc_c + 1.0 nh4_c	(SAP1_RS14190)	Arginine and Proline Metabolism
AGMT	agmatinase	0.0	1.0 agm_c + 1.0 h2o_c -> 1.0 ptrc_c + 1.0 urea_c	(SAP1_RS27340)	Arginine and Proline Metabolism
AGPR	N-acetyl-g-glutamyl-phosphate reductase	-1000.0	1.0 nadp_c + 1.0 pi_c + 1.0 acg5sa_c <=> 1.0 acg5p_c + 1.0 nadph_c + 1.0 h_c	(SAP1_RS34825)	Arginine and Proline Metabolism
AMPTASEPG	aminopeptidase (pro-gly)	0.0	1.0 h2o_c + 1.0 progly_c -> 1.0 pro_DASH_L_c + 1.0 gly_c	(SAP1_RS27910 or SAP1_RS19560 or SAP1_RS32060 or SAP1_RS27990 or SAP1_RS27910 or SAP1_RS19560 or SAP1_RS32060 or SAP1_RS27990)	Arginine and Proline Metabolism
APCS	aminopropylcadaverine synthase	0.0	1.0 15dap_c + 1.0 ametam_c -> 1.0 5mta_c + 1.0 h_c + 1.0 na15dap_c	(SAP1_RS23425)	Arginine and Proline Metabolism
ARGD	Arginine Deiminase	0.0	1.0 arg_DASH_L_c + 1.0 h2o_c -> 1.0 citr_DASH_L_c + 1.0 nh4_c	(SAP1_RS12170)	Arginine and Proline Metabolism
ARGSL	argininosuccinate lyase	-1000.0	1.0 argsuc_c <=> 1.0 arg_DASH_L_c + 1.0 fum_c	(SAP1_RS34905)	Arginine and Proline Metabolism
ARGSS	argininosuccinate synthase	0.0	1.0 citr_DASH_L_c + 1.0 asp_DASH_L_c + 1.0 atp_c -> 1.0 argsuc_c + 1.0 ppi_c + 1.0 amp_c + 1.0 h_c	(SAP1_RS34900 or SAP1_RS04485)	Arginine and Proline Metabolism
CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)	0.0	1.0 hco3_c + 1.0 h2o_c + 2.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 cbp_c + 1.0 pi_c + 2.0 h_c + 1.0 glu_DASH_L_c + 2.0 adp_c	((SAP1_RS35390 and SAP1_RS35385))	Arginine and Proline Metabolism
CPTRCA	N-carbamoylputrescine amidase	0.0	1.0 h2o_c + 1.0 cptrc_c + 2.0 h_c -> 1.0 ptrc_c + 1.0 co2_c + 1.0 nh4_c	(SAP1_RS10330 or SAP1_RS10315)	Arginine and Proline Metabolism
DDPGA	2-dehydro-3-deoxy-phosphogluconate aldolase	-1000.0	1.0 4h2oglt_c <=> 1.0 pyr_c + 1.0 glx_c	(SCO0852 or SAP1_RS30375 or SCO3495)	Arginine and Proline Metabolism
EHGLAT	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase	0.0	1.0 akg_c + 1.0 e4hglu_c -> 1.0 glu_DASH_L_c + 1.0 4h2oglt_c	(SAP1_RS17065 or SAP1_RS23410 or SAP1_RS25410 or SAP1_RS10605)	Arginine and Proline Metabolism
G5SADs	L-glutamate 5-semialdehyde dehydratase (spontaneous)	0.0	1.0 glu5sa_c -> 1.0 1pyr5c_c + 1.0 h2o_c + 1.0 h_c	(s0001)	Arginine and Proline Metabolism
G5SD	glutamate-5-semialdehyde dehydrogenase	0.0	1.0 glu5p_c + 1.0 nadph_c + 1.0 h_c -> 1.0 glu5sa_c + 1.0 nadp_c + 1.0 pi_c	(SAP1_RS28315)	Arginine and Proline Metabolism
GLU5K	glutamate 5-kinase	0.0	1.0 glu_DASH_L_c + 1.0 atp_c -> 1.0 glu5p_c + 1.0 adp_c	(SAP1_RS28305)	Arginine and Proline Metabolism
HPROb	L-hydroxyproline reductase (NADP)	0.0	1.0 nadph_c + 1.0 1p3h5c_c + 2.0 h_c -> 1.0 nadp_c + 1.0 4hpro_DASH_LT_c	(SAP1_RS24465)	Arginine and Proline Metabolism
MTAN	methylthioadenosine nucleosidase	0.0	1.0 h2o_c + 1.0 5mta_c -> 1.0 ade_c + 1.0 5mtr_c	(SCO5431)	Arginine and Proline Metabolism
OCBTi	ornithine carbamoyltransferase (irreversible)	0.0	1.0 cbp_c + 1.0 orn_c -> 1.0 pi_c + 1.0 h_c + 1.0 citr_DASH_L_c	(SAP1_RS12165)	Arginine and Proline Metabolism
ORNDC	Ornithine Decarboxylase	0.0	1.0 orn_c + 1.0 h_c -> 1.0 ptrc_c + 1.0 co2_c	(SCO6035)	Arginine and Proline Metabolism
ORNTA	ornithine transaminase	0.0	1.0 akg_c + 1.0 orn_c -> 1.0 glu5sa_c + 1.0 glu_DASH_L_c	(SAP1_RS23595 or SAP1_RS11990 or SAP1_RS10325 or SAP1_RS36625 or SAP1_RS17755 or SAP1_RS13505 or SAP1_RS12905 or SAP1_RS34840 or SAP1_RS08745 or SAP1_RS32985 or SAP1_RS13645 or SAP1_RS36875)	Arginine and Proline Metabolism
ORNTAC	ornithine transacetylase	-1000.0	1.0 glu_DASH_L_c + 1.0 acorn_c <=> 1.0 acglu_c + 1.0 orn_c	(SAP1_RS34830)	Arginine and Proline Metabolism
P5CD	1-pyrroline-5-carboxylate dehydrogenase	0.0	1.0 1pyr5c_c + 2.0 h2o_c + 1.0 nad_c -> 1.0 glu_DASH_L_c + 1.0 nadh_c + 1.0 h_c	(SAP1_RS33980 or SAP1_RS14230)	Arginine and Proline Metabolism
P5CR	pyrroline-5-carboxylate reductase	0.0	1.0 1pyr5c_c + 1.0 nadph_c + 2.0 h_c -> 1.0 pro_DASH_L_c + 1.0 nadp_c	(SAP1_RS24465)	Arginine and Proline Metabolism
PHCD	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	0.0	2.0 h2o_c + 1.0 1p3h5c_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 e4hglu_c	(SAP1_RS33980 or SAP1_RS14230)	Arginine and Proline Metabolism
PTRCTA	Putrescine Transaminase	0.0	1.0 akg_c + 1.0 ptrc_c -> 1.0 glu_DASH_L_c + 1.0 4abutn_c	(SAP1_RS23595 or SAP1_RS11990 or SAP1_RS10325 or SAP1_RS36625 or SAP1_RS17755 or SAP1_RS13505 or SAP1_RS34840 or SAP1_RS08745 or SAP1_RS32985 or SAP1_RS13645 or SAP1_RS36875)	Arginine and Proline Metabolism
PUTA3	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	0.0	1.0 glu5sa_c + 1.0 h2o_c + 1.0 nad_c -> 1.0 glu_DASH_L_c + 1.0 nadh_c + 2.0 h_c	(SAP1_RS33980 or SAP1_RS14230)	Arginine and Proline Metabolism
SSALy	succinate-semialdehyde dehydrogenase (NADP)	0.0	1.0 h2o_c + 1.0 nadp_c + 1.0 sucsal_c -> 1.0 succ_c + 1.0 nadph_c + 2.0 h_c	(SAP1_RS17825 or SAP1_RS33980 or SAP1_RS06455 or SAP1_RS13545 or SAP1_RS13635 or SAP1_RS27635 or SAP1_RS35785 or SAP1_RS30250 or SAP1_RS04430 or SAP1_RS24095 or SAP1_RS17380 or SAP1_RS08625 or SAP1_RS19705 or SAP1_RS36740 or SAP1_RS13490 or SAP1_RS34645 or SAP1_RS36865 or SAP1_RS25945 or SAP1_RS36965 or SAP1_RS17825 or SAP1_RS33980 or SAP1_RS06455 or SAP1_RS13545 or SAP1_RS13635 or SAP1_RS27635 or SAP1_RS35785 or SAP1_RS30250 or SAP1_RS04430 or SAP1_RS24095 or SAP1_RS17380 or SAP1_RS08625 or SAP1_RS19705 or SAP1_RS36740 or SAP1_RS13490 or SAP1_RS34645 or SAP1_RS36865 or SAP1_RS25945 or SAP1_RS36965)	Arginine and Proline Metabolism
UREA	urease	0.0	1.0 h2o_c + 1.0 urea_c + 2.0 h_c -> 1.0 co2_c + 2.0 nh4_c	((SAP1_RS36595 and SAP1_RS14195 and SAP1_RS36590 and SAP1_RS36585) or (SAP1_RS14200 and SAP1_RS36595 and SAP1_RS14195))	Arginine and Proline Metabolism
3OADPCOAT	3-oxoadipate CoA-transferase	0.0	1.0 succoa_c + 1.0 3oxoadp_c -> 1.0 succ_c + 1.0 oxadpcoa_c	((SAP1_RS09025 and SAP1_RS09020))	Benzoate Metabolism
4CMLCL	4-carboxymuconolactone decarboxylase	0.0	1.0 4cml_c + 1.0 h_c -> 1.0 5odhf2a_c + 1.0 co2_c	(SAP1_RS09050 or SAP1_RS10405)	Benzoate Metabolism
MUCCY	3-carboxy-cis,cis-muconate cycloisomerase	0.0	1.0 h_c + 1.0 CCbuttc_c -> 1.0 4cml_c	(SAP1_RS09045)	Benzoate Metabolism
OXOAEL	3-oxoadipate enol-lactone hydrolase	0.0	1.0 h2o_c + 1.0 5odhf2a_c -> 1.0 h_c + 1.0 3oxoadp_c	(SAP1_RS09050 or SAP1_RS10405)	Benzoate Metabolism
PCADYOX	protocatechuate 3,4-dioxygenase	0.0	1.0 o2_c + 1.0 34dhbz_c -> 2.0 h_c + 1.0 CCbuttc_c	((SAP1_RS09040 and SAP1_RS09035))	Benzoate Metabolism
AACOATi	Acetoacetyl-CoA:acetate CoA-transferase	0.0	1.0 acac_c + 1.0 coa_c + 1.0 atp_c -> 1.0 aacoa_c + 1.0 ppi_c + 1.0 amp_c	(SAP1_RS23835 or SAP1_RS03320 or SAP1_RS35895)	Butanoate Metabolism
BDH	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase	-1000.0	1.0 bhb_c + 1.0 nad_c <=> 1.0 acac_c + 1.0 nadh_c + 1.0 h_c	(SAP1_RS07595)	Butanoate Metabolism
IBMi	isobutyryl-CoA mutase (irreversible)	0.0	1.0 ibcoa_c -> 1.0 btcoa_c	((SAP1_RS17955 and SAP1_RS10110 and SAP1_RS10765 and SAP1_RS10760 and SAP1_RS15145 and SAP1_RS10110 and SAP1_RS17555 and SAP1_RS14775) or SAP1_RS17955)	Butanoate Metabolism
3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	0.0	1.0 3hdecACP_c -> 1.0 tdec2eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HAD110	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C11:0)	0.0	1.0 3hundcaACP_c -> 1.0 h2o_c + 1.0 tundca2eACP_c	()	Cell Envelope Biosynthesis
3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	0.0	1.0 3hddecACP_c -> 1.0 h2o_c + 1.0 tddec2eACP_c	()	Cell Envelope Biosynthesis
3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	0.0	1.0 3hcddec5eACP_c -> 1.0 h2o_c + 1.0 t3c5ddeceACP_c	()	Cell Envelope Biosynthesis
3HAD130	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C13:0)	0.0	1.0 3htridcaACP_c -> 1.0 ttridca2eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	0.0	1.0 3hmrsACP_c -> 1.0 h2o_c + 1.0 tmrs2eACP_c	()	Cell Envelope Biosynthesis
3HAD141	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	0.0	1.0 3hcmrs7eACP_c -> 1.0 h2o_c + 1.0 t3c7mrseACP_c	()	Cell Envelope Biosynthesis
3HAD150	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C15:0)	0.0	1.0 3hptdcaACP_c -> 1.0 h2o_c + 1.0 tptdca2eACP_c	()	Cell Envelope Biosynthesis
3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	0.0	1.0 3hpalmACP_c -> 1.0 h2o_c + 1.0 tpalm2eACP_c	()	Cell Envelope Biosynthesis
3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	0.0	1.0 3hcpalm9eACP_c -> 1.0 h2o_c + 1.0 t3c9palmeACP_c	()	Cell Envelope Biosynthesis
3HAD50	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C5:0)	0.0	1.0 3hptnACP_c -> 1.0 tptn2eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	0.0	1.0 3hhexACP_c -> 1.0 thex2eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HAD70	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C7:0)	0.0	1.0 3hhepACP_c -> 1.0 thep2eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	0.0	1.0 3hoctACP_c -> 1.0 h2o_c + 1.0 toct2eACP_c	()	Cell Envelope Biosynthesis
3HAD90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C9:0)	0.0	1.0 3hnonACP_c -> 1.0 h2o_c + 1.0 tnon2eACP_c	()	Cell Envelope Biosynthesis
3HADai110	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C11:0)	0.0	1.0 3haiC11ACP_c -> 1.0 h2o_c + 1.0 taiC112eACP_c	()	Cell Envelope Biosynthesis
3HADai130	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C13:0)	0.0	1.0 3haiC13ACP_c -> 1.0 h2o_c + 1.0 taiC132eACP_c	()	Cell Envelope Biosynthesis
3HADai150	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C15:0)	0.0	1.0 3haiC15ACP_c -> 1.0 h2o_c + 1.0 taiC152eACP_c	()	Cell Envelope Biosynthesis
3HADai170	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C17:0)	0.0	1.0 3haiC17ACP_c -> 1.0 taiC172eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HADai70	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C7:0)	0.0	1.0 3haiC7ACP_c -> 1.0 h2o_c + 1.0 taiC72eACP_c	()	Cell Envelope Biosynthesis
3HADai90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (ante-iso-C9:0)	0.0	1.0 3haiC9ACP_c -> 1.0 taiC92eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HADi100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C10:0)	0.0	1.0 3hiC10ACP_c -> 1.0 h2o_c + 1.0 tiC102eACP_c	()	Cell Envelope Biosynthesis
3HADi110	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C11:0)	0.0	1.0 3hiC11ACP_c -> 1.0 h2o_c + 1.0 tiC112eACP_c	()	Cell Envelope Biosynthesis
3HADi120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C12:0)	0.0	1.0 3hiC12ACP_c -> 1.0 h2o_c + 1.0 tiC122eACP_c	()	Cell Envelope Biosynthesis
3HADi130	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C13:0)	0.0	1.0 3hiC13ACP_c -> 1.0 h2o_c + 1.0 tiC132eACP_c	()	Cell Envelope Biosynthesis
3HADi140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C14:0)	0.0	1.0 3hiC14ACP_c -> 1.0 h2o_c + 1.0 tiC142eACP_c	()	Cell Envelope Biosynthesis
3HADi150	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C15:0)	0.0	1.0 3hiC15ACP_c -> 1.0 tiC152eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HADi160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C16:0)	0.0	1.0 3hiC16ACP_c -> 1.0 tiC162eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HADi170	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C17:0)	0.0	1.0 3hiC17ACP_c -> 1.0 h2o_c + 1.0 tiC172eACP_c	()	Cell Envelope Biosynthesis
3HADi60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C6:0)	0.0	1.0 3hiC6ACP_c -> 1.0 h2o_c + 1.0 tiC62eACP_c	()	Cell Envelope Biosynthesis
3HADi70	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C7:0)	0.0	1.0 3hiC7ACP_c -> 1.0 tiC72eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HADi80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C8:0)	0.0	1.0 3hiC8ACP_c -> 1.0 tiC82eACP_c + 1.0 h2o_c	()	Cell Envelope Biosynthesis
3HADi90	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (iso-C9:0)	0.0	1.0 3hiC9ACP_c -> 1.0 h2o_c + 1.0 tiC92eACP_c	()	Cell Envelope Biosynthesis
3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 3odecACP_c <=> 1.0 nadp_c + 1.0 3hdecACP_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
3OAR110	3-oxoacyl-[acyl-carrier-protein] reductase (n-C11:0)	-1000.0	1.0 nadph_c + 1.0 3oundcaACP_c + 1.0 h_c <=> 1.0 3hundcaACP_c + 1.0 nadp_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 3oddecACP_c <=> 1.0 nadp_c + 1.0 3hddecACP_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 3ocddec5eACP_c <=> 1.0 3hcddec5eACP_c + 1.0 nadp_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
3OAR130	3-oxoacyl-[acyl-carrier-protein] reductase (n-C13:0)	-1000.0	1.0 3otridcaACP_c + 1.0 nadph_c + 1.0 h_c <=> 1.0 3htridcaACP_c + 1.0 nadp_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
3OAR140	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 3omrsACP_c <=> 1.0 nadp_c + 1.0 3hmrsACP_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 3ocmrs7eACP_c <=> 1.0 nadp_c + 1.0 3hcmrs7eACP_c	(SAP1_RS18925 or SAP1_RS36100 or SAP1_RS10165 or SAP1_RS31685 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS18390 or SAP1_RS31985 or SAP1_RS34650 or SAP1_RS12505 or SAP1_RS18925 or SAP1_RS36100 or SAP1_RS32025 or SAP1_RS10165 or SAP1_RS13080 or SAP1_RS33310 or SAP1_RS34140 or SAP1_RS30350 or SAP1_RS12505 or SAP1_RS33175 or SAP1_RS37075 or SAP1_RS05195 or SAP1_RS10165)	Cell Envelope Biosynthesis
